Wall time,Step,Value
1608665248.9523003,400,2.827805280685425
1608665405.1264231,900,0.9947206974029541
1608665466.9100366,1100,0.8822665214538574
1608665528.8315947,1300,0.8723138570785522
1608665745.7289755,2000,0.7666493058204651
1608665811.003761,2200,0.5323953032493591
1608665844.3608835,2300,0.5704184770584106
1608666079.5794525,3000,0.5143851637840271
1608666343.297631,3800,0.483743280172348
1608666437.639112,4100,0.5355509519577026
1608666496.9836183,4300,0.49999430775642395
1608666551.097313,4500,0.4755455553531647
1608666577.417461,4600,0.410899817943573
1608666603.9435587,4700,0.44686952233314514
1608666683.3593547,5000,0.47559279203414917
1608666709.6632028,5100,0.45604392886161804
1608667027.7335112,6300,0.46070200204849243
1608667055.9335814,6400,0.3764096796512604
1608667083.3009574,6500,0.33454564213752747
1608667220.3751419,7000,0.3295345902442932
1608667247.9261608,7100,0.37508416175842285
1608667357.6456797,7500,0.35288205742836
1608667577.2171926,8300,0.4761907458305359
1608667605.0714488,8400,0.31911441683769226
1608667632.5516257,8500,0.3412340581417084
1608667659.979057,8600,0.28706032037734985
1608667824.2337315,9200,0.3367823660373688
1608668070.8233483,10100,0.3502998352050781
1608668098.390617,10200,0.32517266273498535
1608668125.712085,10300,0.35020121932029724
1608668290.3301451,10900,0.3720262050628662
1608668345.0273747,11100,0.29302066564559937
1608668454.7919345,11500,0.32201510667800903
1608668537.0715911,11800,0.27680304646492004
1608668592.1224113,12000,0.3128855526447296
1608668729.083182,12500,0.316636323928833
1608668783.9289975,12700,0.30516359210014343
1608668951.9617584,13300,0.25731441378593445
1608669072.3550916,13700,0.3415251672267914
1608669132.3032928,13900,0.2742670476436615
1608669342.0935104,14600,0.32787394523620605
1608669372.2513132,14700,0.28659212589263916
1608669402.4913192,14800,0.3046603202819824
1608669432.582416,14900,0.28064942359924316
1608669583.7385345,15400,0.2993110120296478
1608669613.9917173,15500,0.28161609172821045
1608669644.208294,15600,0.26488927006721497
1608669916.580259,16500,0.3029445707798004
1608670067.6209233,17000,0.2803500294685364
1608670158.2279944,17300,0.3035891056060791
1608670278.852324,17700,0.26139119267463684
1608670429.6773582,18200,0.27937251329421997
1608670520.2001083,18500,0.30348390340805054
1608670580.7379699,18700,0.2752285599708557
1608670611.0554767,18800,0.33598819375038147
1608670672.0399811,19000,0.24503353238105774
1608670913.3461099,19800,0.33679673075675964
1608670943.453572,19900,0.2648853063583374
1608670973.877066,20000,0.2497708648443222
1608671005.470522,20100,0.2811930775642395
1608671035.429899,20200,0.2788277268409729
1608671398.204211,21400,0.25213199853897095
1608671454.319868,21600,0.30769363045692444
1608671621.1052492,22200,0.25864744186401367
1608671738.4312983,22600,0.2921668291091919
1608671768.201274,22700,0.2884588837623596
1608671825.963631,22900,0.24350710213184357
1608671911.5246627,23200,0.26864102482795715
1608671968.6233718,23400,0.2634229362010956
1608672146.8688557,24000,0.28595098853111267
1608672298.9383974,24500,0.28678861260414124
1608672328.32898,24600,0.24238300323486328
1608672473.7099388,25100,0.2614666223526001
1608672589.5169744,25500,0.25753453373908997
1608672675.5015981,25800,0.2720402181148529
1608672736.7548504,26000,0.23395496606826782
