Wall time,Step,Value
1608453358.0225577,400,8.372788429260254
1608453501.5591269,900,3.4455392360687256
1608453558.7575305,1100,2.704242706298828
1608453615.2334027,1300,2.272123098373413
1608453812.765597,2000,1.5249521732330322
1608453869.1916833,2200,1.312788486480713
1608453897.40959,2300,1.2895863056182861
1608454094.9037879,3000,0.9517643451690674
1608454320.8999474,3800,0.7575684785842896
1608454405.424311,4100,0.7061947584152222
1608454517.9950259,4500,0.6498182415962219
1608454546.230615,4600,0.6193869113922119
1608454574.3967214,4700,0.5977243781089783
1608454658.8451965,5000,0.6514419913291931
1608454686.9919221,5100,0.607218325138092
1608455052.6060877,6400,0.5099694728851318
1608455221.4418411,7000,0.5070194602012634
1608455249.5813994,7100,0.48648601770401
1608455361.9910364,7500,0.4600451588630676
1608455586.980951,8300,0.46483519673347473
1608455615.1216905,8400,0.4715910851955414
1608455643.2701955,8500,0.4294686019420624
1608455671.4223182,8600,0.40203285217285156
1608455840.2009356,9200,0.42563557624816895
1608456093.6217139,10100,0.37534987926483154
1608456121.7740388,10200,0.3839934468269348
1608456149.9184182,10300,0.4011128544807434
1608456374.8599243,11100,0.37380450963974
1608456487.560789,11500,0.4046013057231903
1608456571.9686062,11800,0.3387688398361206
1608456628.1483283,12000,0.34299397468566895
1608456768.644883,12500,0.33864063024520874
1608456824.8942466,12700,0.35411474108695984
1608456993.8560536,13300,0.3263952136039734
1608457106.4281323,13700,0.32047438621520996
1608457162.6331584,13900,0.312249094247818
1608457359.4824138,14600,0.30893462896347046
1608457415.7398565,14800,0.3166745901107788
1608457443.8688216,14900,0.3321743607521057
1608457612.6681602,15500,0.3134860694408417
1608457640.7739763,15600,0.31149762868881226
1608458034.6646256,17000,0.31200110912323
1608458118.991572,17300,0.2897059917449951
1608458231.5266256,17700,0.2886684834957123
1608458372.626039,18200,0.3180263638496399
1608458457.050068,18500,0.3208673894405365
1608458513.3077447,18700,0.2794722616672516
1608458541.4553044,18800,0.2670367360115051
1608458597.6981945,19000,0.27495959401130676
1608458851.1615002,19900,0.2824789881706238
1608458879.3416228,20000,0.2609463930130005
1608458907.4464602,20100,0.2888772487640381
1608458935.5421839,20200,0.2671562433242798
1608459274.3980055,21400,0.28854238986968994
1608459333.6519325,21600,0.2850523293018341
1608459506.2633736,22200,0.26701831817626953
1608459620.9765592,22600,0.2861488163471222
1608459649.4741154,22700,0.27132323384284973
1608459706.5171142,22900,0.26462188363075256
1608459792.5537546,23200,0.26293331384658813
1608459850.7989535,23400,0.29775628447532654
1608460028.0811727,24000,0.25356143712997437
1608460200.9014573,24600,0.25997301936149597
1608460345.3294482,25100,0.2404347062110901
1608460464.5016034,25500,0.2571049630641937
1608460552.3837442,25800,0.25051817297935486
1608460608.436775,26000,0.24100959300994873
1608460664.4368148,26200,0.2526506185531616
1608460720.1366353,26400,0.24720625579357147
1608460776.4557111,26600,0.26599055528640747
1608460804.4091313,26700,0.24152374267578125
1608461143.583526,27900,0.26927950978279114
1608461171.4532197,28000,0.24011275172233582
1608461339.9624422,28600,0.23609891533851624
1608461479.6194386,29100,0.2514599561691284
1608461507.5521646,29200,0.24188895523548126
1608461535.4506137,29300,0.2568513751029968
1608461591.2435565,29500,0.20856688916683197
1608461674.8799074,29800,0.22907419502735138
1608461870.670682,30500,0.22963450849056244
1608462077.410593,31200,0.2333701252937317
1608462662.09986,33200,0.23116819560527802
1608462858.4830158,33900,0.23201119899749756
1608462942.5237043,34200,0.2301170527935028
1608462970.4784822,34300,0.2188449651002884
1608463057.9840362,34600,0.22785364091396332
1608463119.0343447,34800,0.2417539358139038
1608463237.0426297,35200,0.23257046937942505
1608463326.1794727,35500,0.2173677384853363
1608463470.596109,36000,0.24183215200901031
1608463498.904097,36100,0.23282863199710846
1608463930.1650236,37600,0.22506415843963623
1608463959.3831205,37700,0.23562084138393402
1608464193.7386677,38500,0.22594581544399261
1608464222.7966263,38600,0.2310638427734375
1608464282.2089722,38800,0.21718227863311768
1608464451.4339325,39400,0.21008916199207306
1608464535.636782,39700,0.2292868196964264
1608464592.0728765,39900,0.22232039272785187
1608464879.1420386,40900,0.22506485879421234
1608464907.7392244,41000,0.200062096118927
1608464963.8550823,41200,0.22730423510074615
1608464992.0098941,41300,0.21002328395843506
1608465048.0535018,41500,0.2292466014623642
1608465164.325629,41900,0.2184266299009323
1608465252.4955397,42200,0.2282184511423111
1608465394.5705168,42700,0.2151806801557541
1608465422.907687,42800,0.2160329669713974
1608465508.1386976,43100,0.21052946150302887
1608465536.3531957,43200,0.21123769879341125
1608465564.5731695,43300,0.21420493721961975
1608465931.1818933,44600,0.23332414031028748
1608465959.4293184,44700,0.2121562510728836
1608465987.8084452,44800,0.21675284206867218
1608466016.0333943,44900,0.22203058004379272
1608466044.218523,45000,0.2187996208667755
1608466100.6469378,45200,0.20502689480781555
1608466159.6191895,45400,0.2150581032037735
1608466534.272751,46600,0.2194371074438095
1608466661.4601908,47000,0.22020156681537628
1608466727.5050068,47200,0.2196986824274063
1608466789.6497576,47400,0.20531994104385376
1608466889.8010373,47700,0.20743674039840698
1608467112.3535814,48400,0.23478467762470245
1608467270.2533653,48900,0.19807572662830353
1608467366.5353258,49200,0.2231798768043518
1608467494.165097,49600,0.20427067577838898
1608467690.3260612,50200,0.20345941185951233
1608467951.4262624,51000,0.20951254665851593
1608468018.043422,51200,0.18827345967292786
1608468081.3898754,51400,0.22674567997455597
1608468114.7210255,51500,0.19982770085334778
1608468309.0112622,52100,0.23926503956317902
1608468606.456072,53100,0.22657297551631927
1608468693.3672266,53400,0.21435044705867767
1608468782.1045964,53700,0.1956871598958969
1608469015.4229805,54500,0.2171458750963211
1608469216.1415179,55200,0.19861163198947906
1608469359.5918868,55700,0.21439261734485626
1608469803.128596,57300,0.20429451763629913
1608469858.484186,57500,0.21044525504112244
1608469940.0110357,57800,0.22045113146305084
1608470020.5290613,58100,0.18813279271125793
1608470073.909099,58300,0.20561692118644714
1608470153.9115644,58600,0.20135056972503662
1608470314.8391056,59200,0.19007065892219543
1608470554.4473324,60100,0.22487586736679077
1608470581.2135525,60200,0.19965490698814392
1608470607.868085,60300,0.2075577974319458
1608470634.52399,60400,0.18716919422149658
1608470687.9536612,60600,0.21830593049526215
1608470768.0606263,60900,0.18119698762893677
1608470878.1730072,61300,0.20132698118686676
1608471038.6923447,61900,0.19452151656150818
1608471145.311921,62300,0.2036861926317215
1608471362.8990378,63100,0.20068523287773132
1608471392.1114268,63200,0.21722841262817383
1608471553.1714735,63800,0.1872139424085617
1608471742.9895325,64500,0.18797317147254944
1608471825.624038,64800,0.17833587527275085
1608472235.7265186,66300,0.2167641669511795
1608472317.7200625,66600,0.19262513518333435
1608472651.1828387,67800,0.1903301328420639
1608472765.8970346,68200,0.19691839814186096
1608472793.1950045,68300,0.1853257566690445
1608472875.6366484,68600,0.19343462586402893
1608472930.429706,68800,0.17620515823364258
1608473012.6931214,69100,0.19188721477985382
1608473040.215852,69200,0.1785462200641632
1608473209.906316,69800,0.17997586727142334
1608473422.413385,70600,0.17481260001659393
1608473475.897402,70800,0.19153782725334167
1608473530.3784635,71000,0.20072443783283234
1608473663.6695158,71500,0.20450849831104279
1608473769.814321,71900,0.17699280381202698
1608473823.1994174,72100,0.17937549948692322
1608473849.8862555,72200,0.18667232990264893
1608473929.7300622,72500,0.20439067482948303
1608474036.2930577,72900,0.17785504460334778
1608474062.7299812,73000,0.17674215137958527
1608474115.8788204,73200,0.19827601313591003
1608474248.8336499,73700,0.17802467942237854
