Wall time,Step,Value
1608563444.4023068,400,5.91314697265625
1608563590.240892,900,2.7943155765533447
1608563649.1304069,1100,2.143866777420044
1608563706.713511,1300,1.7980434894561768
1608563905.6036193,2000,1.0849918127059937
1608563963.3365724,2200,0.8963248133659363
1608563991.8576512,2300,0.9145368337631226
1608564192.3789852,3000,0.6644821166992188
1608564420.9584115,3800,0.6155468821525574
1608564506.7981215,4100,0.5739840269088745
1608564563.9957678,4300,0.5843360424041748
1608564621.3627667,4500,0.5041577816009521
1608564650.0270376,4600,0.5308752059936523
1608564678.6067507,4700,0.5097553730010986
1608564763.9229457,5000,0.5040857195854187
1608564792.51551,5100,0.508897602558136
1608565134.12037,6300,0.4310648441314697
1608565162.3018394,6400,0.4437680244445801
1608565190.3421345,6500,0.432245135307312
1608565331.0335653,7000,0.4067106544971466
1608565358.9901497,7100,0.44118520617485046
1608565471.4322078,7500,0.39052242040634155
1608565701.5802112,8300,0.3717828691005707
1608565729.9647143,8400,0.395930677652359
1608565758.2206404,8500,0.3855784237384796
1608565786.7737076,8600,0.38482847809791565
1608565956.3596296,9200,0.3652268946170807
1608566211.8219123,10100,0.38124164938926697
1608566240.3941379,10200,0.3541877865791321
1608566268.8808904,10300,0.34129151701927185
1608566438.9220688,10900,0.3357764482498169
1608566495.4945269,11100,0.32904472947120667
1608566609.032429,11500,0.3400929570198059
1608566694.0993593,11800,0.32958459854125977
1608566750.721934,12000,0.35437026619911194
1608566892.54408,12500,0.32854169607162476
1608566949.1832657,12700,0.3057137131690979
1608567119.3643706,13300,0.30581507086753845
1608567232.4939888,13700,0.32143571972846985
1608567289.0048244,13900,0.30849090218544006
1608567486.729111,14600,0.2864040434360504
1608567515.0432026,14700,0.28068530559539795
1608567543.3012776,14800,0.29834800958633423
1608567571.5766547,14900,0.2617439925670624
1608567713.020132,15400,0.30565911531448364
1608567741.3168674,15500,0.2931627333164215
1608567769.6557896,15600,0.2944600582122803
1608568023.9716878,16500,0.28020191192626953
1608568165.601112,17000,0.26982077956199646
1608568250.4734657,17300,0.2698667347431183
1608568363.6373851,17700,0.2621145248413086
1608568505.0702438,18200,0.2644498348236084
1608568590.030712,18500,0.2507622241973877
1608568646.8117862,18700,0.2840502858161926
1608568675.2131376,18800,0.2609408497810364
1608568731.725841,19000,0.26263320446014404
1608568958.014822,19800,0.26189202070236206
1608568986.152473,19900,0.2513737976551056
1608569014.352829,20000,0.23683138191699982
1608569042.7362118,20100,0.24184057116508484
1608569071.021384,20200,0.2539794147014618
1608569410.1136885,21400,0.2323022037744522
1608569466.5520732,21600,0.23181916773319244
1608569636.0883682,22200,0.22285966575145721
1608569749.391558,22600,0.23764179646968842
1608569777.5792797,22700,0.26466238498687744
1608569834.1639767,22900,0.24482028186321259
1608569918.9668472,23200,0.26716819405555725
1608569975.273451,23400,0.2153479903936386
1608570150.0244012,24000,0.22292622923851013
1608570298.8089266,24500,0.2524459958076477
1608570328.2580442,24600,0.2608816623687744
1608570476.364869,25100,0.2077820897102356
1608570596.3766124,25500,0.23936201632022858
1608570685.9096925,25800,0.23438289761543274
1608570745.530191,26000,0.22245357930660248
1608570804.5729544,26200,0.26457181572914124
1608570863.6898255,26400,0.21427379548549652
1608570923.231299,26600,0.22263585031032562
1608570953.0883234,26700,0.23925982415676117
1608571302.6163404,27900,0.2347010374069214
1608571330.7763119,28000,0.2239454686641693
1608571500.0424914,28600,0.24404442310333252
1608571644.9982045,29100,0.20120076835155487
1608571675.309247,29200,0.22293689846992493
1608571704.8183782,29300,0.23673495650291443
1608571767.2855122,29500,0.23070645332336426
1608571857.9622636,29800,0.20661085844039917
1608572035.845892,30400,0.24722407758235931
1608572065.8146563,30500,0.23051302134990692
1608572276.8322508,31200,0.19498971104621887
1608572878.5484982,33200,0.22562268376350403
1608572937.804205,33400,0.21721191704273224
1608573085.5334024,33900,0.24093768000602722
1608573174.416646,34200,0.21929527819156647
1608573204.0835145,34300,0.23541772365570068
1608573292.8779051,34600,0.20938962697982788
1608573352.0144415,34800,0.2182294875383377
1608573411.1585996,35000,0.19752933084964752
1608573470.3953488,35200,0.21861758828163147
1608573529.468418,35400,0.21235716342926025
1608573559.1275795,35500,0.20791678130626678
1608573707.2264674,36000,0.21252170205116272
1608573736.7883542,36100,0.21935705840587616
1608574180.151495,37600,0.2230609804391861
1608574209.7155044,37700,0.20861615240573883
1608574387.1216533,38300,0.22383441030979156
1608574446.4104471,38500,0.19387619197368622
1608574476.0984576,38600,0.20826216042041779
1608574535.350153,38800,0.23205207288265228
1608574712.3249366,39400,0.20322749018669128
1608574801.2346585,39700,0.23338359594345093
1608574860.4062145,39900,0.2115379422903061
1608575155.9671495,40900,0.20901334285736084
1608575185.48502,41000,0.20867888629436493
1608575244.7404487,41200,0.2036941945552826
1608575274.2586195,41300,0.20693881809711456
1608575333.5154757,41500,0.20092543959617615
1608575451.9839232,41900,0.2057102620601654
1608575540.6227922,42200,0.20437897741794586
1608575658.91057,42600,0.1916179209947586
1608575688.5030642,42700,0.19199033081531525
1608575718.2489889,42800,0.19237050414085388
1608575806.9929338,43100,0.21591559052467346
1608575836.4954538,43200,0.20397146046161652
1608575866.0761485,43300,0.19114276766777039
1608576073.4121215,44000,0.20514871180057526
1608576250.6876273,44600,0.20021715760231018
1608576280.295744,44700,0.19422680139541626
1608576309.9316182,44800,0.20491398870944977
1608576339.495923,44900,0.19871987402439117
1608576369.0818367,45000,0.20050202310085297
1608576427.967417,45200,0.21957650780677795
1608576485.2855973,45400,0.20465345680713654
1608576685.4295812,46100,0.1977992057800293
1608576828.045773,46600,0.20980927348136902
1608576942.2444549,47000,0.21308888494968414
1608576999.2791731,47200,0.23161819577217102
1608577056.3798347,47400,0.1837167739868164
1608577142.553458,47700,0.20379242300987244
1608577343.3289242,48400,0.2070985585451126
1608577486.589772,48900,0.19043315947055817
1608577572.573575,49200,0.19776560366153717
1608577687.4152317,49600,0.23093882203102112
1608577859.940834,50200,0.18708491325378418
1608578089.322955,51000,0.1791268140077591
1608578146.398055,51200,0.20183496177196503
1608578203.3580022,51400,0.20252810418605804
1608578231.9839568,51500,0.2087908238172531
1608578317.7999513,51800,0.17409254610538483
1608578403.6606424,52100,0.1866622269153595
1608578689.6642463,53100,0.21820266544818878
1608578775.4676063,53400,0.18569202721118927
1608578861.205069,53700,0.23403294384479523
1608579089.9801364,54500,0.19326841831207275
1608579290.0951238,55200,0.19309979677200317
1608579433.1490822,55700,0.20240327715873718
1608579890.6340497,57300,0.18431518971920013
1608579947.6566296,57500,0.1890375167131424
1608580033.4387925,57800,0.1906517893075943
1608580119.2135787,58100,0.19497796893119812
1608580176.516416,58300,0.19941464066505432
1608580262.40778,58600,0.2014869898557663
1608580432.4799335,59200,0.21616502106189728
1608580686.875367,60100,0.1892402470111847
1608580715.1589525,60200,0.1679823398590088
1608580743.4003794,60300,0.22950543463230133
1608580771.800766,60400,0.20503154397010803
1608580828.4928548,60600,0.19558954238891602
1608580884.9946516,60800,0.20459619164466858
1608580913.2875307,60900,0.2005782276391983
1608580969.7698553,61100,0.20941992104053497
1608581026.3123364,61300,0.205475315451622
1608581195.863325,61900,0.20617647469043732
1608581309.0188258,62300,0.1881927102804184
1608581535.5052955,63100,0.19131699204444885
1608581563.8442373,63200,0.20217417180538177
1608581733.494773,63800,0.18053703010082245
1608581931.188989,64500,0.1905795782804489
1608582016.1411817,64800,0.1853559911251068
1608582440.236353,66300,0.19460485875606537
1608582525.1758654,66600,0.19196295738220215
1608582864.8773277,67800,0.1933153122663498
1608582949.6155503,68100,0.1994372308254242
1608582977.89655,68200,0.20461304485797882
1608583006.224271,68300,0.1723606139421463
1608583091.189496,68600,0.20788279175758362
1608583119.4686418,68700,0.17528967559337616
1608583147.6567876,68800,0.20799896121025085
1608583232.5413957,69100,0.1942872405052185
1608583261.1818628,69200,0.17910826206207275
1608583431.004117,69800,0.1758996993303299
1608583657.4160469,70600,0.1860109269618988
1608583714.0157247,70800,0.17772884666919708
1608583770.6854649,71000,0.20221658051013947
1608583912.0574381,71500,0.18040776252746582
1608584025.5987725,71900,0.18969252705574036
1608584081.971139,72100,0.18505415320396423
1608584110.239276,72200,0.19818659126758575
1608584195.0794845,72500,0.18366317451000214
1608584308.1404798,72900,0.17991359531879425
1608584336.3257573,73000,0.2189318686723709
1608584392.964718,73200,0.1937095671892166
1608584534.3350945,73700,0.2013648897409439
